调度名,币对(标准),总收益,成交收益,资金费收益,手续费,滑点,当期资金费率,当期资金费,成交量,最大持仓,当前持仓,换手率,敞口,市场成交占比,总收益率,成交收益率,资金费收益率,滑点率,手续费率,持仓占比,账户1,账户2,仓位数量,调度最后成交时间,调度最大对冲延迟,主机,调度最后更新时间,配对盈利,价差值,配对胜率,波动率,买卖单卖单数量,买卖单买单数量,配对笔数,累计资金费率
fr-LTC-USDT-loong_bn_bnfutures_pm_asset10_mode_0,LTC-USDT-FTR,1.4842335286232721E+01,-3.4067370537672765E+00,1.8249072339999998E+01,2.5672595147043467E+00,-1.0424360103905201E+01,1.88E-06 | 0E+00,1.0911949542399998E-01,9.504504821777344E+03,-6.689002420620716E+04,-5.8042284799999994E+04,1.4209151416176882E-01,0E+00,0E+00,1.5616105798826037E-03,-3.5843393397639586E-04,2.7282203223222257E-04,-1.0967809790595534E-03,2.7010975982905215E-04,6.018457682300626E-04,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-9.80444E+02,2026-01-05 15:23:44,8.2E+01,prod-strategy-ap86,2026-02-02 09:44:56,-2.8667202107606853E+00,6.753334458891036E-04|binance_spot,2.1052631578947367E-01,9.96739626455217E-01,0E+00,2.7E+01,4E+00,3.6519000000000005E-04 | 0E+00
fr-PENGU-USDT-loong_bn_bnfutures_pm_asset10_mode_0,PENGU-USDT-FTR,1.3252887899184026E+01,1.0136667029184025E+01,3.116220870000001E+00,1.0895502312851022E+01,-3.3949776214081794E+01,4.604E-05 | 0E+00,8.30518857007272E-02,4.034186944293976E+04,-4.529875662036E+04,-1.80390716118E+03,8.905734384949472E-01,0E+00,0E+00,3.285144709996432E-04,2.5126914466672156E-04,6.879263587997431E-05,-8.415518835115202E-04,2.700792616530032E-04,4.075774422506084E-04,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-2.35442E+05,2026-01-06 10:38:04,3.37E+02,prod-strategy-ap86,2026-01-31 18:47:33,1.5181947379643557E+00,1.0438413361169019E-03|binance_spot,8.03921568627451E-01,1.3667894143555714E+00,0E+00,0E+00,8.2E+01,1.7638E-04 | 0E+00
fr-TIA-USDT-loong_bn_bnfutures_pm_mode_0,TIA-USDT-FTR,1.1119646128069313E+01,5.501184806931292E-02,1.106463428E+01,4.9745480715582744E+01,-5.179855603468606E+01,-2.591E-05 | 0E+00,-1.289041787799905E+00,1.4211528491005301E+05,-4.8343568359020006E+04,-4.975074441528E+04,2.9396937324660057E+00,5.3568E+00,0E+00,7.82438436168714E-05,3.8709311320123504E-07,2.2887500148580873E-04,-3.644826527102287E-04,3.5003610447016615E-04,4.349732622060704E-04,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-1.35624E+05,2026-01-03 15:26:07,1.6E+02,prod-strategy-ap85,2026-01-27 16:35:13,1.233272761661238E+00,8.161044613710366E-04|binance_spot,9.347826086956522E-01,1.3135716884885311E+00,0E+00,0E+00,3.44E+02,5.266800000000001E-04 | 0E+00
fr-PEOPLE-USDT-loong_bn_bnfutures_pm_mode_1,PEOPLE-USDT-FTR,1.079321269E+01,0E+00,1.079321269E+01,0E+00,0E+00,-9.361E-05 | 0E+00,-5.819945375099518E+00,0E+00,-6.0529566979999996E+04,-6.217226124452001E+04,0E+00,0E+00,0E+00,0E+00,0E+00,1.783130662997517E-04,0E+00,0E+00,5.446172904259557E-04,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-8.218061E+06,2025-11-18 09:48:57,0E+00,prod-strategy-ap85,2026-01-18 00:21:53,0E+00,1.3192612137202797E-03|binance_spot,0E+00,1.2776766534607304E+00,0E+00,0E+00,0E+00,7.601400000000002E-04 | 0E+00
fr-PEOPLE-USDT-loong_bn_bnfutures_pm_mode_0,PEOPLE-USDT-FTR,1.079321269E+01,0E+00,1.079321269E+01,0E+00,0E+00,-9.361E-05 | 0E+00,-5.819945375099518E+00,0E+00,-6.0529566979999996E+04,-6.217226124452001E+04,0E+00,0E+00,0E+00,0E+00,0E+00,1.783130662997517E-04,0E+00,0E+00,5.446172904259557E-04,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-8.218061E+06,2026-01-03 14:30:36,0E+00,prod-strategy-ap85,2026-01-13 22:46:12,0E+00,1.3192612137202797E-03|binance_spot,0E+00,1.2568829191556694E+00,0E+00,0E+00,0E+00,7.601400000000002E-04 | 0E+00
fr-PEOPLE-USDT-loong_bn_bnfutures_pm_mode_3,PEOPLE-USDT-FTR,1.079321269E+01,0E+00,1.079321269E+01,0E+00,0E+00,-9.361E-05 | 0E+00,-5.819945375099518E+00,0E+00,-6.0529566979999996E+04,-6.217226124452001E+04,0E+00,0E+00,0E+00,0E+00,0E+00,1.783130662997517E-04,0E+00,0E+00,5.446172904259557E-04,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-8.218061E+06,2025-12-03 08:07:44,0E+00,prod-strategy-ap85,2026-01-28 22:33:07,0E+00,1.3192612137202797E-03|binance_spot,0E+00,1.2568829191556694E+00,0E+00,0E+00,0E+00,7.601400000000002E-04 | 0E+00
fr-PEOPLE-USDT-loong_bn_bnfutures_pm_mode_2,PEOPLE-USDT-FTR,1.0793212689999999E+01,0E+00,1.0793212689999999E+01,0E+00,0E+00,-9.361E-05 | 0E+00,-5.819945375099518E+00,0E+00,-6.0529566979999996E+04,-6.217226124452001E+04,0E+00,0E+00,0E+00,0E+00,0E+00,1.7831306629975167E-04,0E+00,0E+00,5.446172904259557E-04,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-8.218061E+06,2025-12-02 12:08:51,0E+00,prod-strategy-ap85,2026-01-19 09:21:18,0E+00,1.3192612137202797E-03|binance_spot,0E+00,1.389079625321033E+00,0E+00,0E+00,0E+00,7.601400000000002E-04 | 0E+00
fr-ARB-USDT-loong_bn_bnfutures_pm_asset10_mode_0,ARB-USDT-FTR,9.810128248026E+00,-6.430054411974001E+00,1.6240182660000002E+01,1.6909108608961105E+00,-4.739009976387024E+00,8.097E-05 | 0E+00,2.2568021516973285E+00,6.260628280639648E+03,-3.5321237E+04,-2.787207795106E+04,1.7724827362755297E-01,-3.4046484375E-02,0E+00,1.5669558722026058E-03,-1.0270621611345758E-03,4.597852181677556E-04,-7.569543764548243E-04,2.700864490110488E-04,3.178042954741292E-04,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-2.04169E+05,2026-01-06 04:53:28,1.1E+01,prod-strategy-ap86,2026-02-02 09:45:00,-5.694932770055778E+00,7.3152889539152E-04|binance_spot,0E+00,1.2423998835763619E+00,0E+00,3.1E+01,0E+00,5.030599999999999E-04 | 0E+00
fr-NEAR-USDT-loong_bn_bnfutures_pm_mode_asset13_0,NEAR-USDT-FTR,9.708211368321598E+00,8.590184768321597E+00,1.1180265999999999E+00,1.1956670256331563E+00,-1.206309986114502E+01,-7.84E-06 | 0E+00,-1.2363805439999999E-02,4.423393295288086E+03,-2.5380888448200003E+03,-1.5770159999999998E+03,1.7428047502418262E+00,1.4695336914062498E-01,0E+00,2.194742976769223E-03,1.941989824298935E-03,4.4049939476381475E-04,-2.7271144697883745E-03,2.703053845351739E-04,2.283655969293393E-05,asset13_virtual@a9ywto2zmanagedsub.com,asset13_virtual@a9ywto2zmanagedsub.com,-1.323E+03,2026-01-07 16:05:20,2.71E+02,prod-strategy-ap57,2026-02-02 09:27:56,-1.554962396621704E-01,1.6736401673640433E-03|binance_spot,3.333333333333333E-01,1.2569708368512529E+00,3E+00,0E+00,1E+00,6.117100000000002E-04 | 0E+00
fr-TIA-USDT-loong_bn_bnfutures_pm_asset10_mode_0,TIA-USDT-FTR,9.143865665395003E+00,6.507627175395003E+00,2.63623849E+00,8.25822275709379E+00,-1.4856188090518113E+01,-2.591E-05 | 0E+00,-8.38277098164553E-02,3.05830619905591E+04,-3.2699446999999996E+03,-3.23534194583E+03,9.352776513486331E+00,8.0352E+00,0E+00,2.989846362740816E-04,2.1278533775996293E-04,8.062027746218463E-04,-4.857652283183474E-04,2.700260281211567E-04,2.9421463116449248E-05,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-8.821E+03,2026-01-06 10:41:23,9.8E+01,prod-strategy-ap86,2026-01-29 18:43:59,4.222800884046885E+00,8.161044613710366E-04|binance_spot,9.506172839506173E-01,1.3135716884885311E+00,0E+00,0E+00,7.7E+01,5.266800000000001E-04 | 0E+00
fr-PEOPLE-USDT-loong_bn_bnfutures_pm_mode_4,PEOPLE-USDT-FTR,8.40848339E+00,0E+00,8.40848339E+00,0E+00,0E+00,-9.361E-05 | 0E+00,-5.819945375099518E+00,0E+00,-6.0529566979999996E+04,-6.217226124452001E+04,0E+00,0E+00,0E+00,0E+00,0E+00,1.389153071717547E-04,0E+00,0E+00,5.446172904259557E-04,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-8.218061E+06,2025-12-09 07:50:11,0E+00,prod-strategy-ap85,2026-01-30 01:47:28,0E+00,1.3192612137202797E-03|binance_spot,0E+00,1.2568829191556694E+00,0E+00,0E+00,0E+00,7.601400000000002E-04 | 0E+00
fr-LTC-USDT-loong_bn_bnfutures_pm_asset13_mode_0,LTC-USDT-FTR,8.40403396631957E+00,1.49852746631957E+00,6.9055064999999995E+00,1.6555557856336236E+00,-9.702340006828308E+00,1.88E-06 | 0E+00,4.2500158336E-02,6.128614395141602E+03,-2.552827486695969E+04,-2.26064672E+04,2.4007162360483833E-01,0E+00,0E+00,1.3712779797309135E-03,2.445132569455688E-04,2.7050423641973326E-04,-1.5831213030011713E-03,2.7013541379696676E-04,2.296917123475614E-04,asset13_virtual@a9ywto2zmanagedsub.com,asset13_virtual@a9ywto2zmanagedsub.com,-3.81866E+02,2026-01-06 16:27:53,2.6E+02,prod-strategy-ap57,2026-02-02 09:27:57,1.4388252794741916E+00,6.753334458891036E-04|binance_spot,3.6363636363636365E-01,1.0186013130759255E+00,0E+00,3.3E+01,4E+00,3.6519000000000005E-04 | 0E+00
fr-PENDLE-USDT-loong_bn_bnfutures_pm_mode_asset10_0,PENDLE-USDT-FTR,7.2730453402774975E+00,3.255763880277497E+00,4.01728146E+00,7.008636405091238E+00,-4.9859099911525846E+01,9.75E-06 | 0E+00,1.745580808881E-02,2.5940301792263985E+04,-1.0782801569680001E+04,-1.7903392911600001E+03,2.405710763073405E+00,-1.887E+00,0E+00,2.8037628083596515E-04,1.2550986901965972E-04,3.7256379374504437E-04,-1.9220709269618065E-03,2.701833024618619E-04,9.70187045286519E-05,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-1.123E+03,2026-01-23 22:17:33,9.4E+01,prod-strategy-ap86,2026-02-02 00:44:52,-1.9449656363546097E-01,1.1298016570424618E-03|binance_spot,3.673469387755102E-01,1.3581310490993777E+00,2E+00,0E+00,1.8E+01,2.2365999999999993E-04 | 0E+00
fr-PENGU-USDT-loong_bn_bnfutures_pm_asset13_mode_0,PENGU-USDT-FTR,5.8858096340437545E+00,3.936247694043754E+00,1.9495619400000002E+00,6.449824147799518E+00,-3.1131518855690956E+01,4.604E-05 | 0E+00,7.40458557917676E-02,2.3882158497989178E+04,-2.6473293337950003E+04,-1.60829400069E+03,9.021226861772282E-01,1.70344E+00,0E+00,2.464521636325011E-04,1.6481959511219127E-04,7.36425919930885E-05,-1.303547116912073E-03,2.700687271773436E-04,2.3819455525148108E-04,asset13_virtual@a9ywto2zmanagedsub.com,asset13_virtual@a9ywto2zmanagedsub.com,-2.09911E+05,2026-01-06 17:04:02,8.54E+02,prod-strategy-ap57,2026-01-31 18:27:08,-1.0474902916466764E+00,1.0438413361169019E-03|binance_spot,7.5E-01,1.36197105664252E+00,0E+00,0E+00,3.9E+01,1.7638E-04 | 0E+00
fr-ASR-USDT-loong_bn_bnfutures_pm_mode_0,ASR-USDT-FTR,5.70525149E+00,0E+00,5.70525149E+00,0E+00,0E+00,5E-05 | 0E+00,1.2472295025000002E-01,0E+00,-2.9086396499459997E+03,-2.494459005E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.9614844658072104E-03,0E+00,0E+00,2.617060593713652E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-1.7403000000000002E+03,2026-01-16 13:47:25,0E+00,prod-strategy-ap85,2026-01-22 23:51:30,0E+00,1.3966480446927498E-03|binance_spot,0E+00,1.2659239534751483E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-ASR-USDT-loong_bn_bnfutures_pm_mode_1,ASR-USDT-FTR,5.70525149E+00,0E+00,5.70525149E+00,0E+00,0E+00,5E-05 | 0E+00,1.2472295025000002E-01,0E+00,-2.9086396499459997E+03,-2.494459005E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.9614844658072104E-03,0E+00,0E+00,2.617060593713652E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-1.7403000000000002E+03,2026-01-22 16:09:46,0E+00,prod-strategy-ap85,2026-01-27 15:06:02,0E+00,1.3966480446927498E-03|binance_spot,0E+00,1.4177854813444486E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-MET-USDT-loong_bn_bnfutures_pm_asset10_mode_0,MET-USDT-FTR,4.2290664E+00,0E+00,4.2290664E+00,0E+00,0E+00,5E-05 | 0E+00,1.7285766498000002E-01,0E+00,-5.79154516736E+03,-3.4571532996E+03,0E+00,0E+00,0E+00,0E+00,0E+00,7.30213833750996E-04,0E+00,0E+00,5.2109667949042734E-05,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-1.4365E+04,2026-01-06 03:23:36,0E+00,prod-strategy-ap86,2026-01-15 13:05:37,0E+00,8.406893652794789E-04|binance_spot,0E+00,1.4206290313455936E+00,0E+00,0E+00,0E+00,1.806519999999999E-03 | 0E+00
fr-MET-USDT-loong_bn_bnfutures_pm_asset13_mode_0,MET-USDT-FTR,4.2149990299999995E+00,0E+00,4.2149990299999995E+00,0E+00,0E+00,5E-05 | 0E+00,1.2105451512E-01,0E+00,-4.7226031488E+03,-2.4210903024E+03,0E+00,0E+00,0E+00,0E+00,0E+00,8.925160334657844E-04,0E+00,0E+00,4.249181778396629E-05,asset13_virtual@a9ywto2zmanagedsub.com,asset13_virtual@a9ywto2zmanagedsub.com,-1.0060000000000002E+04,2026-01-06 03:23:36,0E+00,prod-strategy-ap57,2026-01-17 15:20:17,0E+00,8.406893652794789E-04|binance_spot,0E+00,1.4368327529553586E+00,0E+00,0E+00,0E+00,1.806519999999999E-03 | 0E+00
fr-BANK-USDT-loong_bn_bnfutures_pm_mode_4,BANK-USDT-FTR,4.074113130000001E+00,0E+00,4.074113130000001E+00,0E+00,0E+00,5E-05 | 0E+00,8.48396694E-02,0E+00,-2.05011555E+03,-1.6967933879999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.9872602449164394E-03,0E+00,0E+00,1.844599972555624E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.8085E+04,2026-01-03 08:32:23,0E+00,prod-strategy-ap85,2026-01-04 03:34:36,0E+00,1.5684517140934773E-03|binance_spot,0E+00,1.4933187409332458E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BANK-USDT-loong_bn_bnfutures_pm_mode_0,BANK-USDT-FTR,4.074113130000001E+00,0E+00,4.074113130000001E+00,0E+00,0E+00,5E-05 | 0E+00,8.48396694E-02,0E+00,-2.05011555E+03,-1.6967933879999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.9872602449164394E-03,0E+00,0E+00,1.844599972555624E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.8085E+04,2025-11-17 16:08:36,0E+00,prod-strategy-ap85,2025-12-30 11:56:21,0E+00,1.5684517140934773E-03|binance_spot,0E+00,1.5241839623585829E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BANK-USDT-loong_bn_bnfutures_pm_mode_5,BANK-USDT-FTR,4.07411313E+00,0E+00,4.07411313E+00,0E+00,0E+00,5E-05 | 0E+00,8.48396694E-02,0E+00,-2.05011555E+03,-1.6967933879999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.987260244916439E-03,0E+00,0E+00,1.844599972555624E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.8085E+04,2026-01-03 19:49:29,0E+00,prod-strategy-ap85,2026-01-07 18:13:51,0E+00,1.5684517140934773E-03|binance_spot,0E+00,1.6162846629328451E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BANK-USDT-loong_bn_bnfutures_pm_mode_8,BANK-USDT-FTR,4.07411313E+00,0E+00,4.07411313E+00,0E+00,0E+00,5E-05 | 0E+00,8.48396694E-02,0E+00,-2.05011555E+03,-1.6967933879999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.987260244916439E-03,0E+00,0E+00,1.844599972555624E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.8085E+04,2026-01-22 04:18:00,0E+00,prod-strategy-ap85,2026-01-23 11:19:33,0E+00,1.5684517140934773E-03|binance_spot,0E+00,1.4933187409332458E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BANK-USDT-loong_bn_bnfutures_pm_mode_1,BANK-USDT-FTR,4.07411313E+00,0E+00,4.07411313E+00,0E+00,0E+00,5E-05 | 0E+00,8.48396694E-02,0E+00,-2.05011555E+03,-1.6967933879999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.987260244916439E-03,0E+00,0E+00,1.844599972555624E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.8085E+04,2025-12-02 10:19:11,0E+00,prod-strategy-ap85,2025-12-31 18:33:47,0E+00,1.5684517140934773E-03|binance_spot,0E+00,1.4933187409332458E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BANK-USDT-loong_bn_bnfutures_pm_mode_2,BANK-USDT-FTR,4.07411313E+00,0E+00,4.07411313E+00,0E+00,0E+00,5E-05 | 0E+00,8.48396694E-02,0E+00,-2.05011555E+03,-1.6967933879999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.987260244916439E-03,0E+00,0E+00,1.844599972555624E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.8085E+04,2025-12-31 10:35:24,0E+00,prod-strategy-ap85,2026-01-01 03:33:18,0E+00,1.5684517140934773E-03|binance_spot,0E+00,1.4933187409332458E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BANK-USDT-loong_bn_bnfutures_pm_mode_3,BANK-USDT-FTR,4.07411313E+00,0E+00,4.07411313E+00,0E+00,0E+00,5E-05 | 0E+00,8.48396694E-02,0E+00,-2.05011555E+03,-1.6967933879999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.987260244916439E-03,0E+00,0E+00,1.844599972555624E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.8085E+04,2025-12-31 22:20:35,0E+00,prod-strategy-ap85,2026-01-02 18:33:48,0E+00,1.5684517140934773E-03|binance_spot,0E+00,1.6162846629328451E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BANK-USDT-loong_bn_bnfutures_pm_mode_6,BANK-USDT-FTR,4.07411313E+00,0E+00,4.07411313E+00,0E+00,0E+00,5E-05 | 0E+00,8.48396694E-02,0E+00,-2.05011555E+03,-1.6967933879999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.987260244916439E-03,0E+00,0E+00,1.844599972555624E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.8085E+04,2026-01-07 10:26:26,0E+00,prod-strategy-ap85,2026-01-15 16:00:24,0E+00,1.5684517140934773E-03|binance_spot,0E+00,1.5241839623585829E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BANK-USDT-loong_bn_bnfutures_pm_mode_7,BANK-USDT-FTR,4.07411313E+00,0E+00,4.07411313E+00,0E+00,0E+00,5E-05 | 0E+00,8.48396694E-02,0E+00,-2.05011555E+03,-1.6967933879999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.987260244916439E-03,0E+00,0E+00,1.844599972555624E-05,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.8085E+04,2026-01-15 12:45:33,0E+00,prod-strategy-ap85,2026-01-22 11:52:35,0E+00,1.5684517140934773E-03|binance_spot,0E+00,1.4933187409332458E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-PARTI-USDT-loong_bn_bnfutures_pm_asset10_mode_0,PARTI-USDT-FTR,3.7903689999999997E+00,0E+00,3.7903689999999997E+00,0E+00,0E+00,5E-05 | 0E+00,8.643838477999999E-02,0E+00,-2.06223045E+03,-1.7287676955999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.8379948758879007E-03,0E+00,0E+00,1.8555004040983796E-05,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-2.309E+04,2026-01-05 07:10:18,0E+00,prod-strategy-ap86,2026-01-22 11:51:24,0E+00,1.6025641025640969E-03|binance_spot,0E+00,1.2575883690738685E+00,0E+00,0E+00,0E+00,2.1999999999999993E-03 | 0E+00
fr-PARTI-USDT-loong_bn_bnfutures_pm_mode_asset10_1,PARTI-USDT-FTR,3.7903689999999997E+00,0E+00,3.7903689999999997E+00,0E+00,0E+00,5E-05 | 0E+00,8.643838477999999E-02,0E+00,-2.06223045E+03,-1.7287676955999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.8379948758879007E-03,0E+00,0E+00,1.8555004040983796E-05,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-2.309E+04,1970-01-01 00:00:00,0E+00,prod-strategy-ap86,2026-01-27 15:44:54,0E+00,1.6025641025640969E-03|binance_spot,0E+00,1.1761078655957755E+00,0E+00,0E+00,0E+00,2.1999999999999993E-03 | 0E+00
fr-MITO-USDT-loong_bn_bnfutures_pm_mode_asset13_0,MITO-USDT-FTR,3.65557807E+00,0E+00,3.65557807E+00,0E+00,0E+00,5E-05 | 0E+00,7.191092266950001E-02,0E+00,-1.86827611269E+03,-1.4382184533900001E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.9566583574933093E-03,0E+00,0E+00,1.6809891843385615E-05,asset13_virtual@a9ywto2zmanagedsub.com,asset13_virtual@a9ywto2zmanagedsub.com,-2.8949E+04,2026-01-07 10:55:26,0E+00,prod-strategy-ap57,2026-01-08 06:26:01,0E+00,1.404494382022392E-03|binance_spot,0E+00,1.5141780211920624E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BEAMX-USDT-loong_bn_bnfutures_pm_mode_asset10_2,BEAMX-USDT-FTR,3.4872197E+00,0E+00,3.4872197E+00,0E+00,0E+00,5E-05 | 0E+00,9.837422166000001E-02,0E+00,-2.73867985749E+03,-1.9674844332E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.2733214108479392E-03,0E+00,0E+00,2.4641385652455998E-05,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-7.52154E+05,2026-01-10 02:38:13,0E+00,prod-strategy-ap86,2026-01-27 15:44:54,0E+00,1.143728555089485E-03|binance_spot,0E+00,1.4326710970998462E+00,0E+00,0E+00,0E+00,1.8329599999999987E-03 | 0E+00
fr-BEAMX-USDT-loong_bn_bnfutures_pm_asset10_mode_0,BEAMX-USDT-FTR,3.4872197E+00,0E+00,3.4872197E+00,0E+00,0E+00,5E-05 | 0E+00,9.837422166000001E-02,0E+00,-2.73867985749E+03,-1.9674844332E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.2733214108479392E-03,0E+00,0E+00,2.4641385652455998E-05,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-7.52154E+05,2026-01-05 07:05:57,0E+00,prod-strategy-ap86,2026-01-08 21:32:32,0E+00,1.143728555089485E-03|binance_spot,0E+00,1.4677729881311696E+00,0E+00,0E+00,0E+00,1.8329599999999987E-03 | 0E+00
fr-BEAMX-USDT-loong_bn_bnfutures_pm_mode_asset10_1,BEAMX-USDT-FTR,3.4872197E+00,0E+00,3.4872197E+00,0E+00,0E+00,5E-05 | 0E+00,9.837422166000001E-02,0E+00,-2.73867985749E+03,-1.9674844332E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.2733214108479392E-03,0E+00,0E+00,2.4641385652455998E-05,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-7.52154E+05,1970-01-01 00:00:00,0E+00,prod-strategy-ap86,2026-01-09 12:32:32,0E+00,1.143728555089485E-03|binance_spot,0E+00,1.4296275158426484E+00,0E+00,0E+00,0E+00,1.8329599999999987E-03 | 0E+00
fr-BEAMX-USDT-loong_bn_bnfutures_pm_asset13_mode_0,BEAMX-USDT-FTR,3.34786955E+00,0E+00,3.34786955E+00,0E+00,0E+00,5E-05 | 0E+00,9.962575117000001E-02,0E+00,-2.89462200431E+03,-1.9925150234E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.1565826367018314E-03,0E+00,0E+00,2.604448158889937E-05,asset13_virtual@a9ywto2zmanagedsub.com,asset13_virtual@a9ywto2zmanagedsub.com,-7.61723E+05,2026-01-05 13:10:02,0E+00,prod-strategy-ap57,2026-01-27 15:28:51,0E+00,1.143728555089485E-03|binance_spot,0E+00,1.4677729881311696E+00,0E+00,0E+00,0E+00,1.8329599999999987E-03 | 0E+00
fr-AT-USDT-loong_bn_bnfutures_pm_asset13_mode_0,AT-USDT-FTR,3.31727281E+00,0E+00,3.31727281E+00,0E+00,0E+00,5E-05 | 0E+00,7.939054749999999E-02,0E+00,-1.61727142E+03,-1.5878109499999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,2.0511540419109117E-03,0E+00,0E+00,1.4551466706093687E-05,asset13_virtual@a9ywto2zmanagedsub.com,asset13_virtual@a9ywto2zmanagedsub.com,-9.853E+03,2026-01-05 10:10:58,0E+00,prod-strategy-ap57,2026-01-22 11:52:17,0E+00,1.3052396046988601E-03|binance_spot,0E+00,8.300306459369098E-01,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-AT-USDT-loong_bn_bnfutures_pm_mode_asset13_1,AT-USDT-FTR,3.3172728099999995E+00,0E+00,3.3172728099999995E+00,0E+00,0E+00,5E-05 | 0E+00,7.939054749999999E-02,0E+00,-1.61727142E+03,-1.5878109499999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,2.0511540419109117E-03,0E+00,0E+00,1.4551466706093687E-05,asset13_virtual@a9ywto2zmanagedsub.com,asset13_virtual@a9ywto2zmanagedsub.com,-9.853E+03,2026-01-22 07:44:48,0E+00,prod-strategy-ap57,2026-01-25 17:46:06,0E+00,1.3052396046988601E-03|binance_spot,0E+00,8.300306459369098E-01,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
